repo_name,commit_id,model_name,primary_language,doc_path,generation_time_sec,qa_score,coverage_score,hierarchy_alignment,leaf_coverage,structural_fidelity,factual_grounding,actionability,coherence,required_sections_coverage,key_term_coverage,leaf_items_hit,leaf_items_total,notes
Chart.js,6372280085625b43ef34d7b70f3e86b063d22a10,meta-llama/CodeLlama-7b-Instruct-hf,javascript,outputs/docs/CodeLlama/Chart.js.md,0.0,0.0,0.748538,1.0,1.0,0.693333,0.568333,0.5,0.80803,1.0,0.233333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.693; factual=0.568; actionability=0.500; coherence=0.808; section_coverage=1.000; key_term_coverage=0.233; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.693; factual=0.568; actionability=0.500; coherence=0.808; section_coverage=1.000; key_term_coverage=0.233; leaf_hits=1/1; terms=120
svelte,be645b4d9f84cb7580683c7b2336d1023906c4da,deepseek-ai/deepseek-coder-6.7b-instruct,javascript,outputs/docs/DeepSeekCoder/svelte.md,0.0,0.0,0.746289,1.0,1.0,0.66,0.601333,0.5,0.793485,1.0,0.15,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.660; factual=0.601; actionability=0.500; coherence=0.793; section_coverage=1.000; key_term_coverage=0.150; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.660; factual=0.601; actionability=0.500; coherence=0.793; section_coverage=1.000; key_term_coverage=0.150; leaf_hits=1/1; terms=120
trino,d1501ee536c0c6883ed960a184ba7b3f9e36a6c3,deepseek-ai/deepseek-coder-6.7b-instruct,java,outputs/docs/DeepSeekCoder/trino.md,0.0,0.0,0.81142,1.0,1.0,0.733333,0.652903,0.666667,0.894485,1.0,0.333333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.733; factual=0.653; actionability=0.667; coherence=0.894; section_coverage=1.000; key_term_coverage=0.333; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.733; factual=0.653; actionability=0.667; coherence=0.894; section_coverage=1.000; key_term_coverage=0.333; leaf_hits=1/1; terms=120
wazuh,44b7cd33e05abb7730228bb092b23b419ee4f15e,deepseek-ai/deepseek-coder-6.7b-instruct,cpp,outputs/docs/DeepSeekCoder/wazuh.md,0.0,0.0,0.749829,1.0,1.0,0.76,0.613462,0.5,0.66758,1.0,0.4,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.760; factual=0.613; actionability=0.500; coherence=0.668; section_coverage=1.000; key_term_coverage=0.400; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.760; factual=0.613; actionability=0.500; coherence=0.668; section_coverage=1.000; key_term_coverage=0.400; leaf_hits=1/1; terms=120
x64dbg,134e7ebb26523757ca9042f2a0925024751f42c7,deepseek-ai/deepseek-coder-6.7b-instruct,cpp,outputs/docs/DeepSeekCoder/x64dbg.md,0.0,0.0,0.748336,1.0,1.0,0.643333,0.6,0.666667,0.664463,1.0,0.108333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.643; factual=0.600; actionability=0.667; coherence=0.664; section_coverage=1.000; key_term_coverage=0.108; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.643; factual=0.600; actionability=0.667; coherence=0.664; section_coverage=1.000; key_term_coverage=0.108; leaf_hits=1/1; terms=120
Chart.js,6372280085625b43ef34d7b70f3e86b063d22a10,mistralai/Mistral-7B-Instruct-v0.3,javascript,outputs/docs/Mistral/Chart.js.md,0.0,0.0,0.810672,0.95,1.0,0.655,0.580556,1.0,0.857071,0.875,0.325,1,1,qa_pairs_missing; hierarchy=0.950; leaf_coverage=1.000; structural=0.655; factual=0.581; actionability=1.000; coherence=0.857; section_coverage=0.875; key_term_coverage=0.325; leaf_hits=1/1; terms=120; matrix: hierarchy=0.950; leaf_coverage=1.000; structural=0.655; factual=0.581; actionability=1.000; coherence=0.857; section_coverage=0.875; key_term_coverage=0.325; leaf_hits=1/1; terms=120
FluentValidation,298069b4ef88241013d0573f38e25c936e80685f,mistralai/Mistral-7B-Instruct-v0.3,csharp,outputs/docs/Mistral/FluentValidation.md,0.0,0.0,0.645757,1.0,1.0,0.686667,0.20625,0.5,0.614489,1.0,0.216667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.687; factual=0.206; actionability=0.500; coherence=0.614; section_coverage=1.000; key_term_coverage=0.217; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.687; factual=0.206; actionability=0.500; coherence=0.614; section_coverage=1.000; key_term_coverage=0.217; leaf_hits=1/1; terms=120
OpenHands,30604c40fc6e9ac914089376f41e118582954f22,mistralai/Mistral-7B-Instruct-v0.3,python,outputs/docs/Mistral/OpenHands.md,0.0,0.0,0.73638,0.95,1.0,0.608333,0.27,1.0,0.83809,0.875,0.208333,1,1,qa_pairs_missing; hierarchy=0.950; leaf_coverage=1.000; structural=0.608; factual=0.270; actionability=1.000; coherence=0.838; section_coverage=0.875; key_term_coverage=0.208; leaf_hits=1/1; terms=120; matrix: hierarchy=0.950; leaf_coverage=1.000; structural=0.608; factual=0.270; actionability=1.000; coherence=0.838; section_coverage=0.875; key_term_coverage=0.208; leaf_hits=1/1; terms=120
electron,828fd59a72e673acf03f878b4f488a40fca46dfe,mistralai/Mistral-7B-Instruct-v0.3,cpp,outputs/docs/Mistral/electron.md,0.0,0.0,0.73093,1.0,1.0,0.716667,0.553667,0.333333,0.845758,1.0,0.291667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.717; factual=0.554; actionability=0.333; coherence=0.846; section_coverage=1.000; key_term_coverage=0.292; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.717; factual=0.554; actionability=0.333; coherence=0.846; section_coverage=1.000; key_term_coverage=0.292; leaf_hits=1/1; terms=120
git-credential-manager,b62021fdd7f0e28bf851580e0afd834976bd79d1,mistralai/Mistral-7B-Instruct-v0.3,csharp,outputs/docs/Mistral/git-credential-manager.md,0.0,0.0,0.701198,0.9,1.0,0.543333,0.55,0.833333,0.58354,0.75,0.233333,1,1,qa_pairs_missing; hierarchy=0.900; leaf_coverage=1.000; structural=0.543; factual=0.550; actionability=0.833; coherence=0.584; section_coverage=0.750; key_term_coverage=0.233; leaf_hits=1/1; terms=120; matrix: hierarchy=0.900; leaf_coverage=1.000; structural=0.543; factual=0.550; actionability=0.833; coherence=0.584; section_coverage=0.750; key_term_coverage=0.233; leaf_hits=1/1; terms=120
graphrag,a398cc38bb75c17ee37894f2f2a751e2231d9347,mistralai/Mistral-7B-Instruct-v0.3,python,outputs/docs/Mistral/graphrag.md,0.0,0.0,0.722368,1.0,1.0,0.67,0.650435,0.333333,0.721871,1.0,0.175,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.670; factual=0.650; actionability=0.333; coherence=0.722; section_coverage=1.000; key_term_coverage=0.175; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.670; factual=0.650; actionability=0.333; coherence=0.722; section_coverage=1.000; key_term_coverage=0.175; leaf_hits=1/1; terms=120
json,4bc4e37f4f56f88b3a80abb7a6508b19a244e803,mistralai/Mistral-7B-Instruct-v0.3,cpp,outputs/docs/Mistral/json.md,0.0,0.0,0.760278,1.0,1.0,0.65,0.5775,0.666667,0.765188,1.0,0.125,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.650; factual=0.577; actionability=0.667; coherence=0.765; section_coverage=1.000; key_term_coverage=0.125; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.650; factual=0.577; actionability=0.667; coherence=0.765; section_coverage=1.000; key_term_coverage=0.125; leaf_hits=1/1; terms=120
libsql,6e55668cdb1d1d7406ea7fd6eea22991ac1ac301,mistralai/Mistral-7B-Instruct-v0.3,python,outputs/docs/Mistral/libsql.md,0.0,0.0,0.766028,1.0,1.0,0.66,0.705517,0.5,0.786163,1.0,0.15,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.660; factual=0.706; actionability=0.500; coherence=0.786; section_coverage=1.000; key_term_coverage=0.150; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.660; factual=0.706; actionability=0.500; coherence=0.786; section_coverage=1.000; key_term_coverage=0.150; leaf_hits=1/1; terms=120
logstash,895cfa5b14633ae9b9e671105f7b7935c9f2b9f1,mistralai/Mistral-7B-Instruct-v0.3,java,outputs/docs/Mistral/logstash.md,0.0,0.0,0.582037,0.9,1.0,0.49,0.406522,0.333333,0.551548,0.75,0.1,1,1,qa_pairs_missing; hierarchy=0.900; leaf_coverage=1.000; structural=0.490; factual=0.407; actionability=0.333; coherence=0.552; section_coverage=0.750; key_term_coverage=0.100; leaf_hits=1/1; terms=120; matrix: hierarchy=0.900; leaf_coverage=1.000; structural=0.490; factual=0.407; actionability=0.333; coherence=0.552; section_coverage=0.750; key_term_coverage=0.100; leaf_hits=1/1; terms=120
marktext,11c8cc1e1929a7975df39fa5f4503130fef53547,mistralai/Mistral-7B-Instruct-v0.3,javascript,outputs/docs/Mistral/marktext.md,0.0,0.0,0.707843,1.0,1.0,0.686667,0.52963,0.333333,0.763889,1.0,0.216667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.687; factual=0.530; actionability=0.333; coherence=0.764; section_coverage=1.000; key_term_coverage=0.217; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.687; factual=0.530; actionability=0.333; coherence=0.764; section_coverage=1.000; key_term_coverage=0.217; leaf_hits=1/1; terms=120
material-components-android,c2051db2a9be2a1e23f1128bfc76a9ff29ede7c4,mistralai/Mistral-7B-Instruct-v0.3,java,outputs/docs/Mistral/material-components-android.md,0.0,0.0,0.657705,0.9,1.0,0.52,0.556875,0.666667,0.482197,0.75,0.175,1,1,qa_pairs_missing; hierarchy=0.900; leaf_coverage=1.000; structural=0.520; factual=0.557; actionability=0.667; coherence=0.482; section_coverage=0.750; key_term_coverage=0.175; leaf_hits=1/1; terms=120; matrix: hierarchy=0.900; leaf_coverage=1.000; structural=0.520; factual=0.557; actionability=0.667; coherence=0.482; section_coverage=0.750; key_term_coverage=0.175; leaf_hits=1/1; terms=120
mermaid,82800a2c8461370fe133458c12dd42bdc5dc3871,mistralai/Mistral-7B-Instruct-v0.3,javascript,outputs/docs/Mistral/mermaid.md,0.0,0.0,0.736682,1.0,1.0,0.67,0.553929,0.5,0.779311,1.0,0.175,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.670; factual=0.554; actionability=0.500; coherence=0.779; section_coverage=1.000; key_term_coverage=0.175; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.670; factual=0.554; actionability=0.500; coherence=0.779; section_coverage=1.000; key_term_coverage=0.175; leaf_hits=1/1; terms=120
ml-agents,4cf2f49ad0a973c95eb41325aa3a46959f187708,mistralai/Mistral-7B-Instruct-v0.3,python,outputs/docs/Mistral/ml-agents.md,0.0,0.0,0.748406,1.0,1.0,0.67,0.575667,0.5,0.828485,1.0,0.175,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.670; factual=0.576; actionability=0.500; coherence=0.828; section_coverage=1.000; key_term_coverage=0.175; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.670; factual=0.576; actionability=0.500; coherence=0.828; section_coverage=1.000; key_term_coverage=0.175; leaf_hits=1/1; terms=120
puppeteer,c1105f125c71353587a837958c2748097ef2927d,mistralai/Mistral-7B-Instruct-v0.3,javascript,outputs/docs/Mistral/puppeteer.md,0.0,0.0,0.761604,1.0,1.0,0.666667,0.63871,0.5,0.836861,1.0,0.166667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.667; factual=0.639; actionability=0.500; coherence=0.837; section_coverage=1.000; key_term_coverage=0.167; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.667; factual=0.639; actionability=0.500; coherence=0.837; section_coverage=1.000; key_term_coverage=0.167; leaf_hits=1/1; terms=120
qmk_firmware,1a58fce043e7f2e2b938dee03945dabc29e48d73,mistralai/Mistral-7B-Instruct-v0.3,cpp,outputs/docs/Mistral/qmk_firmware.md,0.0,0.0,0.72255,1.0,1.0,0.686667,0.560645,0.333333,0.820585,1.0,0.216667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.687; factual=0.561; actionability=0.333; coherence=0.821; section_coverage=1.000; key_term_coverage=0.217; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.687; factual=0.561; actionability=0.333; coherence=0.821; section_coverage=1.000; key_term_coverage=0.217; leaf_hits=1/1; terms=120
rasa,f28c69e4672cd978745f5a73396c79c26017d612,mistralai/Mistral-7B-Instruct-v0.3,python,outputs/docs/Mistral/rasa.md,0.0,0.0,0.728085,1.0,1.0,0.713333,0.566296,0.333333,0.814394,1.0,0.283333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.713; factual=0.566; actionability=0.333; coherence=0.814; section_coverage=1.000; key_term_coverage=0.283; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.713; factual=0.566; actionability=0.333; coherence=0.814; section_coverage=1.000; key_term_coverage=0.283; leaf_hits=1/1; terms=120
storybook,f739234e9972691f757430404d8988e40b2dcf4c,mistralai/Mistral-7B-Instruct-v0.3,javascript,outputs/docs/Mistral/storybook.md,0.0,0.0,0.77835,1.0,1.0,0.73,0.651538,0.5,0.84695,1.0,0.325,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.730; factual=0.652; actionability=0.500; coherence=0.847; section_coverage=1.000; key_term_coverage=0.325; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.730; factual=0.652; actionability=0.500; coherence=0.847; section_coverage=1.000; key_term_coverage=0.325; leaf_hits=1/1; terms=120
sumatrapdf,cdadfde74471e9b06898e5c1e87edd98b4204597,mistralai/Mistral-7B-Instruct-v0.3,cpp,outputs/docs/Mistral/sumatrapdf.md,0.0,0.0,0.671575,0.95,1.0,0.598333,0.738571,0.166667,0.627958,0.875,0.183333,1,1,qa_pairs_missing; hierarchy=0.950; leaf_coverage=1.000; structural=0.598; factual=0.739; actionability=0.167; coherence=0.628; section_coverage=0.875; key_term_coverage=0.183; leaf_hits=1/1; terms=120; matrix: hierarchy=0.950; leaf_coverage=1.000; structural=0.598; factual=0.739; actionability=0.167; coherence=0.628; section_coverage=0.875; key_term_coverage=0.183; leaf_hits=1/1; terms=120
svelte,be645b4d9f84cb7580683c7b2336d1023906c4da,mistralai/Mistral-7B-Instruct-v0.3,javascript,outputs/docs/Mistral/svelte.md,0.0,0.0,0.718561,1.0,1.0,0.66,0.586667,0.333333,0.794848,1.0,0.15,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.660; factual=0.587; actionability=0.333; coherence=0.795; section_coverage=1.000; key_term_coverage=0.150; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.660; factual=0.587; actionability=0.333; coherence=0.795; section_coverage=1.000; key_term_coverage=0.150; leaf_hits=1/1; terms=120
trino,d1501ee536c0c6883ed960a184ba7b3f9e36a6c3,mistralai/Mistral-7B-Instruct-v0.3,java,outputs/docs/Mistral/trino.md,0.0,0.0,0.757743,1.0,1.0,0.743333,0.624516,0.333333,0.894485,1.0,0.358333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.743; factual=0.625; actionability=0.333; coherence=0.894; section_coverage=1.000; key_term_coverage=0.358; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.743; factual=0.625; actionability=0.333; coherence=0.894; section_coverage=1.000; key_term_coverage=0.358; leaf_hits=1/1; terms=120
wazuh,44b7cd33e05abb7730228bb092b23b419ee4f15e,mistralai/Mistral-7B-Instruct-v0.3,cpp,outputs/docs/Mistral/wazuh.md,0.0,0.0,0.749001,1.0,1.0,0.763333,0.613462,0.5,0.657615,1.0,0.408333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.763; factual=0.613; actionability=0.500; coherence=0.658; section_coverage=1.000; key_term_coverage=0.408; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.763; factual=0.613; actionability=0.500; coherence=0.658; section_coverage=1.000; key_term_coverage=0.408; leaf_hits=1/1; terms=120
x64dbg,134e7ebb26523757ca9042f2a0925024751f42c7,mistralai/Mistral-7B-Instruct-v0.3,cpp,outputs/docs/Mistral/x64dbg.md,0.0,0.0,0.711509,1.0,1.0,0.656667,0.602963,0.333333,0.730556,1.0,0.141667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.657; factual=0.603; actionability=0.333; coherence=0.731; section_coverage=1.000; key_term_coverage=0.142; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.657; factual=0.603; actionability=0.333; coherence=0.731; section_coverage=1.000; key_term_coverage=0.142; leaf_hits=1/1; terms=120
Chart.js,6372280085625b43ef34d7b70f3e86b063d22a10,Qwen/Qwen2.5-Coder-7B-Instruct,javascript,outputs/docs/Qwen/Chart.js.md,0.0,0.0,0.5187,0.9,1.0,0.55,0.303171,0.0,0.520442,0.75,0.25,1,1,qa_pairs_missing; hierarchy=0.900; leaf_coverage=1.000; structural=0.550; factual=0.303; actionability=0.000; coherence=0.520; section_coverage=0.750; key_term_coverage=0.250; leaf_hits=1/1; terms=120; matrix: hierarchy=0.900; leaf_coverage=1.000; structural=0.550; factual=0.303; actionability=0.000; coherence=0.520; section_coverage=0.750; key_term_coverage=0.250; leaf_hits=1/1; terms=120
FluentValidation,298069b4ef88241013d0573f38e25c936e80685f,Qwen/Qwen2.5-Coder-7B-Instruct,csharp,outputs/docs/Qwen/FluentValidation.md,0.0,0.0,0.682939,1.0,1.0,0.666667,0.461154,0.333333,0.715831,1.0,0.166667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.667; factual=0.461; actionability=0.333; coherence=0.716; section_coverage=1.000; key_term_coverage=0.167; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.667; factual=0.461; actionability=0.333; coherence=0.716; section_coverage=1.000; key_term_coverage=0.167; leaf_hits=1/1; terms=120
OpenHands,30604c40fc6e9ac914089376f41e118582954f22,Qwen/Qwen2.5-Coder-7B-Instruct,python,outputs/docs/Qwen/OpenHands.md,0.0,0.0,0.829423,1.0,1.0,0.683333,0.599254,1.0,0.819373,1.0,0.208333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.683; factual=0.599; actionability=1.000; coherence=0.819; section_coverage=1.000; key_term_coverage=0.208; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.683; factual=0.599; actionability=1.000; coherence=0.819; section_coverage=1.000; key_term_coverage=0.208; leaf_hits=1/1; terms=120
electron,828fd59a72e673acf03f878b4f488a40fca46dfe,Qwen/Qwen2.5-Coder-7B-Instruct,cpp,outputs/docs/Qwen/electron.md,0.0,0.0,0.72868,1.0,1.0,0.716667,0.553667,0.333333,0.830758,1.0,0.291667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.717; factual=0.554; actionability=0.333; coherence=0.831; section_coverage=1.000; key_term_coverage=0.292; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.717; factual=0.554; actionability=0.333; coherence=0.831; section_coverage=1.000; key_term_coverage=0.292; leaf_hits=1/1; terms=120
git-credential-manager,b62021fdd7f0e28bf851580e0afd834976bd79d1,Qwen/Qwen2.5-Coder-7B-Instruct,csharp,outputs/docs/Qwen/git-credential-manager.md,0.0,0.0,0.80652,0.95,1.0,0.671667,0.535085,1.0,0.867797,0.875,0.366667,1,1,qa_pairs_missing; hierarchy=0.950; leaf_coverage=1.000; structural=0.672; factual=0.535; actionability=1.000; coherence=0.868; section_coverage=0.875; key_term_coverage=0.367; leaf_hits=1/1; terms=120; matrix: hierarchy=0.950; leaf_coverage=1.000; structural=0.672; factual=0.535; actionability=1.000; coherence=0.868; section_coverage=0.875; key_term_coverage=0.367; leaf_hits=1/1; terms=120
graphrag,a398cc38bb75c17ee37894f2f2a751e2231d9347,Qwen/Qwen2.5-Coder-7B-Instruct,python,outputs/docs/Qwen/graphrag.md,0.0,0.0,0.519895,0.9,1.0,0.573333,0.174706,0.0,0.668583,0.75,0.308333,1,1,qa_pairs_missing; hierarchy=0.900; leaf_coverage=1.000; structural=0.573; factual=0.175; actionability=0.000; coherence=0.669; section_coverage=0.750; key_term_coverage=0.308; leaf_hits=1/1; terms=120; matrix: hierarchy=0.900; leaf_coverage=1.000; structural=0.573; factual=0.175; actionability=0.000; coherence=0.669; section_coverage=0.750; key_term_coverage=0.308; leaf_hits=1/1; terms=120
json,4bc4e37f4f56f88b3a80abb7a6508b19a244e803,Qwen/Qwen2.5-Coder-7B-Instruct,cpp,outputs/docs/Qwen/json.md,0.0,0.0,0.792877,0.95,1.0,0.601667,0.594328,1.0,0.791188,0.875,0.191667,1,1,qa_pairs_missing; hierarchy=0.950; leaf_coverage=1.000; structural=0.602; factual=0.594; actionability=1.000; coherence=0.791; section_coverage=0.875; key_term_coverage=0.192; leaf_hits=1/1; terms=120; matrix: hierarchy=0.950; leaf_coverage=1.000; structural=0.602; factual=0.594; actionability=1.000; coherence=0.791; section_coverage=0.875; key_term_coverage=0.192; leaf_hits=1/1; terms=120
libsql,6e55668cdb1d1d7406ea7fd6eea22991ac1ac301,Qwen/Qwen2.5-Coder-7B-Instruct,python,outputs/docs/Qwen/libsql.md,0.0,0.0,0.790143,0.95,1.0,0.631667,0.500156,1.0,0.858523,0.875,0.266667,1,1,qa_pairs_missing; hierarchy=0.950; leaf_coverage=1.000; structural=0.632; factual=0.500; actionability=1.000; coherence=0.859; section_coverage=0.875; key_term_coverage=0.267; leaf_hits=1/1; terms=120; matrix: hierarchy=0.950; leaf_coverage=1.000; structural=0.632; factual=0.500; actionability=1.000; coherence=0.859; section_coverage=0.875; key_term_coverage=0.267; leaf_hits=1/1; terms=120
logstash,895cfa5b14633ae9b9e671105f7b7935c9f2b9f1,Qwen/Qwen2.5-Coder-7B-Instruct,java,outputs/docs/Qwen/logstash.md,0.0,0.0,0.822989,1.0,1.0,0.7,0.52831,1.0,0.848848,1.0,0.25,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.700; factual=0.528; actionability=1.000; coherence=0.849; section_coverage=1.000; key_term_coverage=0.250; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.700; factual=0.528; actionability=1.000; coherence=0.849; section_coverage=1.000; key_term_coverage=0.250; leaf_hits=1/1; terms=120
marktext,11c8cc1e1929a7975df39fa5f4503130fef53547,Qwen/Qwen2.5-Coder-7B-Instruct,javascript,outputs/docs/Qwen/marktext.md,0.0,0.0,0.616104,0.4,0.0,0.706667,0.486047,1.0,0.717078,1.0,0.266667,0,1,qa_pairs_missing; hierarchy=0.400; leaf_coverage=0.000; structural=0.707; factual=0.486; actionability=1.000; coherence=0.717; section_coverage=1.000; key_term_coverage=0.267; leaf_hits=0/1; terms=120; matrix: hierarchy=0.400; leaf_coverage=0.000; structural=0.707; factual=0.486; actionability=1.000; coherence=0.717; section_coverage=1.000; key_term_coverage=0.267; leaf_hits=0/1; terms=120
material-components-android,c2051db2a9be2a1e23f1128bfc76a9ff29ede7c4,Qwen/Qwen2.5-Coder-7B-Instruct,java,outputs/docs/Qwen/material-components-android.md,0.0,0.0,0.762654,0.95,1.0,0.631667,0.372969,1.0,0.844847,0.875,0.266667,1,1,qa_pairs_missing; hierarchy=0.950; leaf_coverage=1.000; structural=0.632; factual=0.373; actionability=1.000; coherence=0.845; section_coverage=0.875; key_term_coverage=0.267; leaf_hits=1/1; terms=120; matrix: hierarchy=0.950; leaf_coverage=1.000; structural=0.632; factual=0.373; actionability=1.000; coherence=0.845; section_coverage=0.875; key_term_coverage=0.267; leaf_hits=1/1; terms=120
mermaid,82800a2c8461370fe133458c12dd42bdc5dc3871,Qwen/Qwen2.5-Coder-7B-Instruct,javascript,outputs/docs/Qwen/mermaid.md,0.0,0.0,0.67745,0.95,1.0,0.645,0.375294,0.5,0.755942,0.875,0.3,1,1,qa_pairs_missing; hierarchy=0.950; leaf_coverage=1.000; structural=0.645; factual=0.375; actionability=0.500; coherence=0.756; section_coverage=0.875; key_term_coverage=0.300; leaf_hits=1/1; terms=120; matrix: hierarchy=0.950; leaf_coverage=1.000; structural=0.645; factual=0.375; actionability=0.500; coherence=0.756; section_coverage=0.875; key_term_coverage=0.300; leaf_hits=1/1; terms=120
ml-agents,4cf2f49ad0a973c95eb41325aa3a46959f187708,Qwen/Qwen2.5-Coder-7B-Instruct,python,outputs/docs/Qwen/ml-agents.md,0.0,0.0,0.509156,0.9,1.0,0.52,0.223437,0.0,0.603125,0.75,0.175,1,1,qa_pairs_missing; hierarchy=0.900; leaf_coverage=1.000; structural=0.520; factual=0.223; actionability=0.000; coherence=0.603; section_coverage=0.750; key_term_coverage=0.175; leaf_hits=1/1; terms=120; matrix: hierarchy=0.900; leaf_coverage=1.000; structural=0.520; factual=0.223; actionability=0.000; coherence=0.603; section_coverage=0.750; key_term_coverage=0.175; leaf_hits=1/1; terms=120
puppeteer,c1105f125c71353587a837958c2748097ef2927d,Qwen/Qwen2.5-Coder-7B-Instruct,javascript,outputs/docs/Qwen/puppeteer.md,0.0,0.0,0.725576,1.0,1.0,0.656667,0.592581,0.333333,0.83818,1.0,0.141667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.657; factual=0.593; actionability=0.333; coherence=0.838; section_coverage=1.000; key_term_coverage=0.142; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.657; factual=0.593; actionability=0.333; coherence=0.838; section_coverage=1.000; key_term_coverage=0.142; leaf_hits=1/1; terms=120
qmk_firmware,1a58fce043e7f2e2b938dee03945dabc29e48d73,Qwen/Qwen2.5-Coder-7B-Instruct,cpp,outputs/docs/Qwen/qmk_firmware.md,0.0,0.0,0.824391,1.0,1.0,0.673333,0.562754,1.0,0.847826,1.0,0.183333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.673; factual=0.563; actionability=1.000; coherence=0.848; section_coverage=1.000; key_term_coverage=0.183; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.673; factual=0.563; actionability=1.000; coherence=0.848; section_coverage=1.000; key_term_coverage=0.183; leaf_hits=1/1; terms=120
